work_id,units,c0_rows,parsed_units,landed_law_units,pending_law_units,unparsed_units,parse_laws,max_chapter,coordinate_collisions,y_state
"pby/az-rabinowitz/ראשהשנה-בלאדי-19878",17,813,17,17,0,0,"FLAT_UNIT",17,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/ריב-איתנים-28057",342,9774,342,342,0,0,"FLAT_UNIT",342,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/ריבמשפחות-20424",26,1345,26,26,0,0,"FLAT_UNIT",26,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/רצון-הצדיק-43833",24,493,24,24,0,0,"FLAT_UNIT",24,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/רק-עוד-פעם-אחת-43962",40,1086,40,40,0,0,"FLAT_UNIT",43,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/ר׳-אליהו-קלצקין-ז״ל-20423",12,817,12,12,0,0,"FLAT_UNIT",12,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/שאלה-חמורה-28062",52,793,52,52,0,0,"FLAT_UNIT",53,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/שאלת-בנין-ארץישראל-ושאלת-העובדים-28083",8,479,8,8,0,0,"FLAT_UNIT",8,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/שבעת-משה-אגדה-20426",41,1295,41,41,0,0,"FLAT_UNIT",44,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/שבת-אחת-בדגניה-44004",25,759,25,25,0,0,"FLAT_UNIT",26,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/שיחת-דרך-43660",18,583,18,18,0,0,"FLAT_UNIT",18,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/שלומים-21437",53,4852,53,53,0,0,"FLAT_UNIT",54,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/שמחת-תורה-7953",91,4587,91,91,0,0,"FLAT_UNIT",91,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/שעה-של-עלית-נשמה-44006",8,163,8,8,0,0,"FLAT_UNIT",8,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/תביעת-עבודה-43881",8,168,8,8,0,0,"FLAT_UNIT",8,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/תולדות-היהודים-בארץ-ישראל-24716",1232,59201,1232,1232,0,0,"FLAT_UNIT",1249,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/תולדות-חייו-כתובות-בידי-עצמו-39523",29,1228,29,29,0,0,"FLAT_UNIT",29,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/תורה-ומלאכה-19886",13,792,13,13,0,0,"FLAT_UNIT",13,0,"FULLY_PARSED_LANDED_LAW"
"pby/az-rabinowitz/תרעמות-43652",56,3034,56,56,0,0,"FLAT_UNIT",61,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/אב-ובן-28180",37,971,37,37,0,0,"FLAT_UNIT",38,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/אהבת-נעורים-1935",32,2233,32,32,0,0,"FLAT_UNIT",32,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/אהלי-יעקב-36262",115,6525,115,115,0,0,"FLAT_UNIT",115,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/אויבי-4551",75,5089,75,75,0,0,"FLAT_UNIT",75,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/אוכמתא-וחורתא-8896",7,477,7,7,0,0,"FLAT_UNIT",7,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/אחינו-אתה-6213",7,324,7,7,0,0,"FLAT_UNIT",7,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/אל-הרבי-7389",7,389,7,7,0,0,"FLAT_UNIT",7,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/אנשי-השדה-7123",9,648,9,9,0,0,"FLAT_UNIT",9,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/ארבעה-דורות-4818",26,1400,26,26,0,0,"FLAT_UNIT",26,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/ארבעת-האחים-5887",9,779,9,9,0,0,"FLAT_UNIT",9,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/את-קרבני-7458",9,673,9,9,0,0,"FLAT_UNIT",9,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/בבטן-אמם-611",17,1394,17,17,0,0,"FLAT_UNIT",17,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/בבית-אביה-2142",14,233,14,14,0,0,"FLAT_UNIT",14,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/בדיה-ומשל-סיפורי-בדים-6595",179,13403,179,179,0,0,"FLAT_UNIT",179,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/בדרך-רחוקה-8900",24,536,24,24,0,0,"FLAT_UNIT",24,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/בחמר-וברוח-6865",175,12002,175,175,0,0,"FLAT_UNIT",175,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/בין-החיים-והמתים-245",19,2228,19,19,0,0,"FLAT_UNIT",19,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/בין-הפטיש-והסדן-כתבי-נודד-1579",127,4239,127,127,0,0,"FLAT_UNIT",127,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/בין-השמשות-8899",25,583,25,25,0,0,"FLAT_UNIT",25,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/בינתיים-3396",33,4259,33,33,0,0,"FLAT_UNIT",33,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/בית-קורש-5824",14,1074,14,14,0,0,"FLAT_UNIT",14,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/בית-תבנה-2303",116,9292,116,116,0,0,"FLAT_UNIT",116,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/בלעדיה-זכרונות-בודד-8417",85,1375,85,85,0,0,"FLAT_UNIT",85,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/במדבר-7124",71,2767,71,71,0,0,"FLAT_UNIT",71,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/במרחב-7970",141,7499,141,141,0,0,"FLAT_UNIT",141,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/בן-פשע-4897",15,1451,15,15,0,0,"FLAT_UNIT",15,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/בני-השבטים-1627",59,4098,59,59,0,0,"FLAT_UNIT",59,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/בני-שם-7059",102,6940,102,102,0,0,"FLAT_UNIT",102,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/בספרות-היפה-8028",83,4936,83,83,0,0,"FLAT_UNIT",83,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/בסתר-רעם-6339",212,12543,212,212,0,0,"FLAT_UNIT",212,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/בעגלת-הברזל-2066",130,1092,130,130,0,0,"FLAT_UNIT",130,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/בעד-החלון-7322",22,2364,22,22,0,0,"FLAT_UNIT",22,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/בעל-הספור-3141",22,2060,22,22,0,0,"FLAT_UNIT",23,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/בעמק-4678",45,2736,45,45,0,0,"FLAT_UNIT",45,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/ברטוביה-5464",42,3797,42,42,0,0,"FLAT_UNIT",42,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/בשמי-מרומים-2141",57,2655,57,57,0,0,"FLAT_UNIT",57,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/בשעת-נעילה-1936",60,3253,60,60,0,0,"FLAT_UNIT",60,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/בתים-2067",17,1392,17,17,0,0,"FLAT_UNIT",17,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/גדולים-ואנשי-מעשה-3446",94,5143,94,94,0,0,"FLAT_UNIT",94,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/גויים-ואלהיו-8901",22,502,22,22,0,0,"FLAT_UNIT",22,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/גן-עדן-18107",5,211,5,5,0,0,"FLAT_UNIT",6,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/גרי-רחוב-6340",70,6442,70,70,0,0,"FLAT_UNIT",70,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/דברי-חזון-17946",22,1602,22,22,0,0,"FLAT_UNIT",27,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/דברי-חקר-17948",47,2410,47,47,0,0,"FLAT_UNIT",52,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/דברי-ספרות-5562",177,11926,177,177,0,0,"FLAT_UNIT",177,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/דברים-עוברים-3523",56,3036,56,56,0,0,"FLAT_UNIT",56,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/דוד-פרישמן-4677",74,3292,74,74,0,0,"FLAT_UNIT",74,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/דוקטור-קלוזנר-5308",60,4897,60,60,0,0,"FLAT_UNIT",61,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/דור-ההפלגה-5245",24,1002,24,24,0,0,"FLAT_UNIT",24,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/דור-הולך-3648",47,2477,47,47,0,0,"FLAT_UNIT",48,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/דור-המבול-8611",76,4254,76,76,0,0,"FLAT_UNIT",76,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/דין-תורה-5373",11,971,11,11,0,0,"FLAT_UNIT",11,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/דרכים-4361",91,3216,91,91,0,0,"FLAT_UNIT",91,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/ה-שאלה-4419",9,1026,9,9,0,0,"FLAT_UNIT",9,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/האיבה-7841",51,4165,51,51,0,0,"FLAT_UNIT",51,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/הבודדים-2501",19,1035,19,19,0,0,"FLAT_UNIT",19,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/הביקור-4896",3,1032,3,3,0,0,"FLAT_UNIT",3,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/הבן-האובד-3907",34,2447,34,34,0,0,"FLAT_UNIT",34,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/הבריחה-3075",38,2061,38,38,0,0,"FLAT_UNIT",38,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/הגיונות-17949",62,2721,62,62,0,0,"FLAT_UNIT",67,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/ההלך-7898",19,1349,19,19,0,0,"FLAT_UNIT",19,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/ההפסקה-4256",48,2768,48,48,0,0,"FLAT_UNIT",48,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/הזר-6994",36,3059,36,36,0,0,"FLAT_UNIT",40,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/החברה-2631",16,675,16,16,0,0,"FLAT_UNIT",16,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/היציאה-8418",44,3261,44,44,0,0,"FLAT_UNIT",44,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/הישנים-והערים-6799",15,1830,15,15,0,0,"FLAT_UNIT",15,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/הכיור-האחרון-1749",48,2105,48,48,0,0,"FLAT_UNIT",48,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/הליטאי-6144",11,590,11,11,0,0,"FLAT_UNIT",11,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/הלל-ציטלין-8352",66,4161,66,66,0,0,"FLAT_UNIT",67,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/המבוהל-6470",10,1353,10,10,0,0,"FLAT_UNIT",11,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/המבוהל-6471",10,1353,10,10,0,0,"FLAT_UNIT",11,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/המהלכים-והעומדים-5374",7,1114,7,7,0,0,"FLAT_UNIT",7,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/המחיצה-4155",12,1760,12,12,0,0,"FLAT_UNIT",12,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/המנשק-2756",19,1790,19,19,0,0,"FLAT_UNIT",19,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/המקנא-4365",7,312,7,7,0,0,"FLAT_UNIT",7,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/הנסתר-4220",23,1878,23,23,0,0,"FLAT_UNIT",23,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/הסובב-5628",21,2607,21,21,0,0,"FLAT_UNIT",21,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/העובד-4819",13,1016,13,13,0,0,"FLAT_UNIT",13,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/העכבר-7519",13,1855,13,13,0,0,"FLAT_UNIT",14,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/הציץ-ונפגע-28179",36,3642,36,36,0,0,"FLAT_UNIT",36,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/הצלי-בהיכל-7580",12,886,12,12,0,0,"FLAT_UNIT",12,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/הקדיש-או-שני-רחוקים-962",45,2385,45,45,0,0,"FLAT_UNIT",45,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/הקדמה-ל-פרקי-וולוז-ין-18516",17,556,17,17,0,0,"FLAT_UNIT",18,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/הקדמה-למימי-הבינים-בתוך-צפונות-ואגדות-38439",16,1252,16,16,0,0,"FLAT_UNIT",16,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/הרהורים-1453",145,3416,145,145,0,0,"FLAT_UNIT",145,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/הרועה-18103",6,177,6,6,0,0,"FLAT_UNIT",6,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/השב-5181",10,925,10,10,0,0,"FLAT_UNIT",10,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/השכור-ומפתח-הגשמים-בידו-18104",6,574,6,6,0,0,"FLAT_UNIT",6,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/השמועה-503",27,1975,27,27,0,0,"FLAT_UNIT",32,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/השניים-4030",15,834,15,15,0,0,"FLAT_UNIT",15,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/השנים-6018",33,2291,33,33,0,0,"FLAT_UNIT",37,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/התגלות-8898",13,285,13,13,0,0,"FLAT_UNIT",13,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/זאת-הפעם-7775",29,2772,29,29,0,0,"FLAT_UNIT",29,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/זו-בצד-זו-2193",35,1178,35,35,0,0,"FLAT_UNIT",35,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/זכה-בגורל-6798",21,980,21,21,0,0,"FLAT_UNIT",21,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/חג-המות-2442",26,626,26,26,0,0,"FLAT_UNIT",26,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/חורב-2559",199,11965,199,199,0,0,"FLAT_UNIT",199,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/חזיונות-ומעשים-1689",52,3746,52,52,0,0,"FLAT_UNIT",52,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/חידות-132",21,614,21,21,0,0,"FLAT_UNIT",21,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/חיי-משה-איש-האלהים-62770",847,26741,847,847,0,0,"FLAT_UNIT",847,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/חסידות-4983",51,4445,51,51,0,0,"FLAT_UNIT",51,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/טוביה-4093",24,1136,24,24,0,0,"FLAT_UNIT",24,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/יהונתן-3711",47,1266,47,47,0,0,"FLAT_UNIT",47,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/יובל-ומחולות-3975",29,1647,29,29,0,0,"FLAT_UNIT",29,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/יום-קיץ-בסתו-7193",19,1062,19,19,0,0,"FLAT_UNIT",19,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/יומו-של-משיח-18106",5,262,5,5,0,0,"FLAT_UNIT",6,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/יחודים-9058",51,1331,51,51,0,0,"FLAT_UNIT",51,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/יעקב-טירדין-1511",8,532,8,8,0,0,"FLAT_UNIT",8,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/ישעיהו-3850",11,1160,11,11,0,0,"FLAT_UNIT",11,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/לא-בא-אל-החוף-138",20,1962,20,20,0,0,"FLAT_UNIT",21,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/לבדד-רשימות-בן-ספר-3712",19,609,19,19,0,0,"FLAT_UNIT",20,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/לביקורת-הקבלה-והחסידות-5077",173,13691,173,173,0,0,"FLAT_UNIT",173,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/לחיצת-הנעל-5561",6,550,6,6,0,0,"FLAT_UNIT",6,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/למהות-השירה-3849",149,8951,149,149,0,0,"FLAT_UNIT",149,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/לפלגות-עיר-או-יחיד-ורבים-2899",35,2227,35,35,0,0,"FLAT_UNIT",35,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/לפלטה-749",9,491,9,9,0,0,"FLAT_UNIT",9,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/לפני-המחול-2897",13,506,13,13,0,0,"FLAT_UNIT",13,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/לקבר-ישראל-5119",7,453,7,7,0,0,"FLAT_UNIT",7,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/לתורת-האפס-9059",42,1104,42,42,0,0,"FLAT_UNIT",42,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מאיגרא-רמה-5755",19,2073,19,19,0,0,"FLAT_UNIT",19,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מאמרות-מחשבות-1131",75,2338,75,75,0,0,"FLAT_UNIT",75,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מבית-ומבחוץ-2694",40,2020,40,40,0,0,"FLAT_UNIT",40,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מגאולה-ופדות-7194",141,8911,141,141,0,0,"FLAT_UNIT",141,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מגלה-סוד-823",9,574,9,9,0,0,"FLAT_UNIT",9,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מדרך-אל-דרך-8095",34,1325,34,34,0,0,"FLAT_UNIT",34,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מהאדם-1626",68,4526,68,68,0,0,"FLAT_UNIT",68,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מהחי-למינהו-4156",47,3805,47,47,0,0,"FLAT_UNIT",47,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מזה-ומזה-939",8,386,8,8,0,0,"FLAT_UNIT",8,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מחוץ-ומבית-6731",136,8940,136,136,0,0,"FLAT_UNIT",136,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מחנים-4755",407,11295,407,407,0,0,"FLAT_UNIT",407,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מימי-בית-ראשון-אחרי-ימי-שלמה-1257",76,3974,76,76,0,0,"FLAT_UNIT",76,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מימי-בית-ראשון-גיבורים-וגואלים-4283",151,7951,151,151,0,0,"FLAT_UNIT",151,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מימי-בית-ראשון-ירידה-וחורבן-5246",75,2911,75,75,0,0,"FLAT_UNIT",75,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מימי-בית-ראשון-מאגדות-דוד-ושלמה-3204",108,5922,108,108,0,0,"FLAT_UNIT",108,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מימי-בית-שני-58056",485,25427,485,485,0,0,"FLAT_UNIT",485,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מימי-בית-שני-בבל-פרס-ויוון-2254",70,4400,70,70,0,0,"FLAT_UNIT",70,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מימי-בית-שני-מסיפורי-החורבן-5823",57,3914,57,57,0,0,"FLAT_UNIT",57,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מימי-בית-שני-סיפורי-מעשה-7709",116,8731,116,116,0,0,"FLAT_UNIT",116,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מימי-הגזרות-5054",47,2792,47,47,0,0,"FLAT_UNIT",47,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מימי-המעשה-6469",204,13955,204,204,0,0,"FLAT_UNIT",204,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מימי-התלמוד-בחייהם-ובמותם-3331",143,11080,143,143,0,0,"FLAT_UNIT",143,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מימי-התלמוד-דרכים-ואורחות-8545",73,4655,73,73,0,0,"FLAT_UNIT",73,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מימי-התלמוד-הקדמה-ל-אגדות-עם-6932",19,1342,19,19,0,0,"FLAT_UNIT",19,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מימי-התלמוד-סיפורים-7971",183,14983,183,183,0,0,"FLAT_UNIT",183,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מימי-משה-אגדות-וסיפורים-9420",89,6067,89,89,0,0,"FLAT_UNIT",89,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מכניסי-אורחים-251",8,405,8,8,0,0,"FLAT_UNIT",8,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מכתבי-מיכה-יוסף-ברדיצ-בסקי-מ-1886-עד-1902-18661",18710,341871,18710,18710,0,0,"FLAT_UNIT",20165,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מלחמת-אחים-8289",54,3015,54,54,0,0,"FLAT_UNIT",54,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/ממיצר-וממרחב-אגדות-ומעשים-4482",168,8958,168,168,0,0,"FLAT_UNIT",168,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/ממצרים-ומים-סוף-5953",47,2464,47,47,0,0,"FLAT_UNIT",47,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/ממקום-למקום-2757",21,1287,21,21,0,0,"FLAT_UNIT",21,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מנחם-4481",23,377,23,23,0,0,"FLAT_UNIT",23,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מני-קדם-7644",27,1802,27,27,0,0,"FLAT_UNIT",27,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מסיפורי-הזוהר-בעברית-56744",193,8246,193,193,0,0,"FLAT_UNIT",193,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מעבר-לנהר-זכרונות-עוזב-7645",181,3446,181,181,0,0,"FLAT_UNIT",181,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מעל-כסאו-667",20,687,20,20,0,0,"FLAT_UNIT",20,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מעשה-בראשית-6663",90,4539,90,90,0,0,"FLAT_UNIT",90,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מפנקסאות-ישנים-11431",50,3575,50,50,0,0,"FLAT_UNIT",50,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מרדכי-עהרנפריז-7256",29,1722,29,29,0,0,"FLAT_UNIT",29,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/מרים-7518",575,39921,575,575,0,0,"FLAT_UNIT",575,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/משה-ליב-לילינבלום-4550",63,1926,63,63,0,0,"FLAT_UNIT",63,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/משנה-המקום-3395",6,565,6,6,0,0,"FLAT_UNIT",6,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/משני-עברים-מאמר-חמישי-6866",39,4279,39,39,0,0,"FLAT_UNIT",39,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/משני-עברים-מאמר-ראשון-1192",156,13542,156,156,0,0,"FLAT_UNIT",156,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/משני-עברים-מאמר-רביעי-8094",77,7155,77,77,0,0,"FLAT_UNIT",77,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/משני-עברים-מאמר-שישי-7459",71,4288,71,71,0,0,"FLAT_UNIT",71,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/משני-עברים-מאמר-שלישי-5180",72,7167,72,72,0,0,"FLAT_UNIT",72,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/משני-עברים-מאמר-שני-3265",84,7163,84,84,0,0,"FLAT_UNIT",84,0,"FULLY_PARSED_LANDED_LAW"
"pby/berdichevsky/משני-עולמות-ממשלת-השטן-8160",85,7515,85,85,0,0,"FLAT_UNIT",85,0,"FULLY_PARSED_LANDED_LAW"
